stock_name,symbol,industry
Hyundai Motor I,HYUNDAI,Passenger Cars & Utility Vehicles
M & M,M&M,Passenger Cars & Utility Vehicles
Maruti Suzuki,MARUTI,Passenger Cars & Utility Vehicles
Olectra Greentec,OLECTRA,Passenger Cars & Utility Vehicles
Tata Motors,TATAMOTORS,Passenger Cars & Utility Vehicles
Paramount Cosmet,507970,Personal Care
Ador Multi Prod.,MULTIBASE,Personal Care
Radix Industries,RADIXIND,Personal Care
Tiaan Consumer,540108,Personal Care
Novateor Resear.,NOVATEOR,Personal Care
Naturo Indiabull,NATURO,Personal Care
Aakaar Medical,AAKAAR,Personal Care
Anondita Medi.,ANONDITA,Personal Care
Bajaj Consumer,BAJAJCON,Personal Care
Colgate-Palmoliv,COLPAL,Personal Care
Cupid,CUPID,Personal Care
Dabur India,DABUR,Personal Care
Emami,EMAMILTD,Personal Care
Gillette India,GILLETTE,Personal Care
Godrej Consumer,GODREJCP,Personal Care
Honasa Consumer,HONASA,Personal Care
JHS Sven.Lab.,JHS,Personal Care
Macobs Technolo.,MACOBSTECH,Personal Care
Medistep Health.,MEDISTEP,Personal Care
P & G Hygiene,PGHH,Personal Care
Aimco Pesticides,AIMCOPEST,Pesticides & Agrochemicals
Ambey Laborator.,AMBEY,Pesticides & Agrochemicals
Aristo Bio-Tech,ARISTO,Pesticides & Agrochemicals
Astec Lifescienc,ASTEC,Pesticides & Agrochemicals
Bayer Crop Sci.,BAYERCROP,Pesticides & Agrochemicals
Best Agrolife,BESTAGRO,Pesticides & Agrochemicals
Bhagiradha Chem.,BHAGCHEM,Pesticides & Agrochemicals
Bharat Rasayan,BHARATRAS,Pesticides & Agrochemicals
Crop Life Scienc,CLSL,Pesticides & Agrochemicals
Dhanuka Agritech,DHANUKA,Pesticides & Agrochemicals
Dharmaj Crop,DHARMAJ,Pesticides & Agrochemicals
Heranba Inds,HERANBA,Pesticides & Agrochemicals
Indogulf Cropsci,IGCL,Pesticides & Agrochemicals
Insecticid.India,INSECTICID,Pesticides & Agrochemicals
India Pesticides,IPL,Pesticides & Agrochemicals
Meghmani Organi.,MOL,Pesticides & Agrochemicals
NACL Industries,NACLIND,Pesticides & Agrochemicals
P I Industries,PIIND,Pesticides & Agrochemicals
Punjab Chemicals,PUNJABCHEM,Pesticides & Agrochemicals
Rallis India,RALLIS,Pesticides & Agrochemicals
Sharda Cropchem,SHARDACROP,Pesticides & Agrochemicals
Shivalik Rasayan,SHIVALIK,Pesticides & Agrochemicals
Sikko Industries,SIKKO,Pesticides & Agrochemicals
Sumitomo Chemi.,SUMICHEM,Pesticides & Agrochemicals
UPL,UPL,Pesticides & Agrochemicals
Guj. Petrosynth.,506858,Petrochemicals
Indian Acrylics,INDIANACRY,Petrochemicals
Aadi Industries,AADIIND,Petrochemicals
Polylink Poly.,POLYLINK,Petrochemicals
Nexxus Petro,KGPETRO,Petrochemicals
Agarwal Indl.,AGARIND,Petrochemicals
DCW,DCW,Petrochemicals
Kothari Petroche,KOTHARIPET,Petrochemicals
Manali Petrochem,MANALIPETC,Petrochemicals
Neptune Pet.,NEPTUNE,Petrochemicals
Pasupati Acrylon,PASUPTAC,Petrochemicals
Rain Industries,RAIN,Petrochemicals
Rajputana Bio.,RAJPUTANA,Petrochemicals
Supreme Petroch.,SPLPETRO,Petrochemicals
Swan Corp,SWANCORP,Petrochemicals
T N Petro Prod.,TNPETRO,Petrochemicals
Abbott India,ABBOTINDIA,Pharmaceuticals
Ajanta Pharma,AJANTPHARM,Pharmaceuticals
Alkem Lab,ALKEM,Pharmaceuticals
Astrazeneca Phar,ASTRAZEN,Pharmaceuticals
Aurobindo Pharma,AUROPHARMA,Pharmaceuticals
Biocon,BIOCON,Pharmaceuticals
Cipla,CIPLA,Pharmaceuticals
Cohance Life,COHANCE,Pharmaceuticals
Divi's Lab.,DIVISLAB,Pharmaceuticals
Dr Reddy's Labs,DRREDDY,Pharmaceuticals
Emcure Pharma,EMCURE,Pharmaceuticals
Gland Pharma,GLAND,Pharmaceuticals
Glaxosmi. Pharma,GLAXO,Pharmaceuticals
Glenmark Pharma.,GLENMARK,Pharmaceuticals
Ipca Labs.,IPCALAB,Pharmaceuticals
J B Chemicals &,JBCHEPHARM,Pharmaceuticals
Laurus Labs,LAURUSLABS,Pharmaceuticals
Lupin,LUPIN,Pharmaceuticals
Mankind Pharma,MANKIND,Pharmaceuticals
Pfizer,PFIZER,Pharmaceuticals
Piramal Pharma,PPLPHARMA,Pharmaceuticals
Sun Pharma.Inds.,SUNPHARMA,Pharmaceuticals
Torrent Pharma.,TORNTPHARM,Pharmaceuticals
Wockhardt,WOCKPHARMA,Pharmaceuticals
Zydus Lifesci.,ZYDUSLIFE,Pharmaceuticals
Entero Healthcar,ENTERO,Pharmacy Retail
Medplus Health,MEDPLUS,Pharmacy Retail
Kirl. Ferrous,KIRLFER,Pig Iron
Wim Plast,WIMPLAST,Plastic Products - Consumer
Prima Plastics,PRIMAPLA,Plastic Products - Consumer
Technopack Poly.,TECHNOPACK,Plastic Products - Consumer
Avro India,AVROIND,Plastic Products - Consumer
Essen Speciality,ESFL,Plastic Products - Consumer
Nilkamal Ltd,NILKAMAL,Plastic Products - Consumer
Niraj Ispat Ind.,NIRAJISPAT,Plastic Products - Consumer
Pearl Polymers,PEARLPOLY,Plastic Products - Consumer
Pil Italica Life,PILITA,Plastic Products - Consumer
Safari Inds.,SAFARI,Plastic Products - Consumer
Tokyo Plast Intl,TOKYOPLAST,Plastic Products - Consumer
V I P Inds.,VIPIND,Plastic Products - Consumer
Kisan Mouldings,KISAN,Plastic Products - Industrial
Captain Polyplas,536974,Plastic Products - Industrial
Dhabriya Poly.,DHABRIYA,Plastic Products - Industrial
Captain Pipes,CAPPIPES,Plastic Products - Industrial
Shish Industries,SHISHIND,Plastic Products - Industrial
Kaka Industries,KAKA,Plastic Products - Industrial
Apollo Pipes,APOLLOPIPE,Plastic Products - Industrial
Astral,ASTRAL,Plastic Products - Industrial
Finolex Inds.,FINPIPE,Plastic Products - Industrial
Garware Hi Tech,GRWRHITECH,Plastic Products - Industrial
Jai Corp,JAICORPLTD,Plastic Products - Industrial
Jain Irrigation,JISLJALEQS,Plastic Products - Industrial
Kingfa Science,KINGFA,Plastic Products - Industrial
Kriti Industries,KRITI,Plastic Products - Industrial
Polysil Irrigati,POLYSIL,Plastic Products - Industrial
Prakash Pipes,PPL,Plastic Products - Industrial
Premier Polyfilm,PREMIERPOL,Plastic Products - Industrial
Prince Pipes,PRINCEPIPE,Plastic Products - Industrial
Purv Flexi,PURVFLEXI,Plastic Products - Industrial
R M Drip & Sprin,RMDRIP,Plastic Products - Industrial
Shaily Engineer.,SHAILY,Plastic Products - Industrial
Supreme Inds.,SUPREMEIND,Plastic Products - Industrial
Tainwala Chem.,TAINWALCHM,Plastic Products - Industrial
Time Technoplast,TIMETECHNO,Plastic Products - Industrial
Shree Tirupati,TIRUPATI,Plastic Products - Industrial
Duroply Indust.,DUROPLY,Plywood Boards/ Laminates
Ecoboard Inds.,ECOBOAR,Plywood Boards/ Laminates
Adhata Global,SVGLOBAL,Plywood Boards/ Laminates
Archidply Decor,ADL,Plywood Boards/ Laminates
Airo Lam,AIROLAM,Plywood Boards/ Laminates
Archidply Inds.,ARCHIDPLY,Plywood Boards/ Laminates
Century Plyboard,CENTURYPLY,Plywood Boards/ Laminates
Greenlam Industr,GREENLAM,Plywood Boards/ Laminates
Greenpanel Inds.,GREENPANEL,Plywood Boards/ Laminates
Greenply Industr,GREENPLY,Plywood Boards/ Laminates
Lamosaic India,LAMOSAIC,Plywood Boards/ Laminates
Milton Industri.,MILTON,Plywood Boards/ Laminates
Rushil Decor,RUSHIL,Plywood Boards/ Laminates
Stylam Industrie,STYLAMIND,Plywood Boards/ Laminates
Sylvan Plyboard,SYLVANPLY,Plywood Boards/ Laminates
W I Plywoods,WIPL,Plywood Boards/ Laminates
Starlog Enterp.,STARLOG,Port & Port services
VMS Industries,533427,Port & Port services
Adani Ports,ADANIPORTS,Port & Port services
Allcargo Termi,ATL,Port & Port services
Guj Pipavav Port,GPPL,Port & Port services
JSW Infrast,JSWINFRA,Port & Port services
Anzen IYEP Trust,ANZEN,Power - Transmission
IndiGrid Trust,INDIGRID,Power - Transmission
Powergrid Infra.,PGINVIT,Power - Transmission
Power Grid Corpn,POWERGRID,Power - Transmission
Ampvolts,AMPVOLTS,Power Distribution
Adani Energy Sol,ADANIENSOL,Power Distribution
Globus Power,EMPOWER,Power Generation
Waaree Tech.,WAAREE,Power Generation
Insolation Ener,ENERGYINF,Power Generation
ACME Solar Hold.,ACMESOLAR,Power Generation
Adani Green,ADANIGREEN,Power Generation
Guj Inds. Power,GIPCL,Power Generation
GMR Urban,GMRP&UI,Power Generation
Orient Green,GREENPOWER,Power Generation
Indowind Energy,INDOWIND,Power Generation
Inox Green,INOXGREEN,Power Generation
JP Power Ven.,JPPOWER,Power Generation
JSW Energy,JSWENERGY,Power Generation
K.P. Energy,KPEL,Power Generation
KPI Green Energy,KPIGREEN,Power Generation
Nava,NAVA,Power Generation
NHPC Ltd,NHPC,Power Generation
NLC India,NLCINDIA,Power Generation
NTPC,NTPC,Power Generation
NTPC Green Ene.,NTPCGREEN,Power Generation
Reliance Power,RPOWER,Power Generation
RattanIndia Pow.,RTNPOWER,Power Generation
Sustainable Ener,SEITINVIT,Power Generation
SJVN,SJVN,Power Generation
Surana Telecom,SURANAT&P,Power Generation
Ujaas Energy,UEL,Power Generation
PTC India,PTC,Power Trading
Utique Enterp.,UTIQUE,Precious Metals
Dec.Gold Mines,512068,Precious Metals
Nanavati Venture,MKVENTURES,Precious Metals
Amanaya Ventures,MKVENTURES,Precious Metals
Encode Packaging,ENCODE,Print Media
Citizen Infoline,538786,Print Media
D B Corp,DBCORP,Print Media
Hindustan Media,HMVL,Print Media
H T Media,HTMEDIA,Print Media
Jagran Prakashan,JAGRAN,Print Media
Madhya Prad. Tod,MPTODAY,Print Media
Sandesh,SANDESH,Print Media
Shakti Press,PRESSURS,Printing & Publication
Inland Printers,530787,Printing & Publication
Kiran Print Pack,KIRANVYPAR,Printing & Publication
Unick Fix-A-Form,UNICK,Printing & Publication
Chetana Educa.,CHETANA,Printing & Publication
Infomedia Press,INFOMEDIA,Printing & Publication
Navneet Educat.,NAVNETEDUL,Printing & Publication
Repro India,REPRO,Printing & Publication
S Chand & Compan,SCHAND,Printing & Publication
DIC India,DICIND,Printing Inks
Kshitij Polyline,KSHITIJPOL,Printing Inks
Axis Bank,AXISBANK,Private Sector Bank
Bandhan Bank,BANDHANBNK,Private Sector Bank
CSB Bank,CSBBANK,Private Sector Bank
City Union Bank,CUB,Private Sector Bank
DCB Bank,DCBBANK,Private Sector Bank
Dhanlaxmi Bank,DHANBANK,Private Sector Bank
Federal Bank,FEDERALBNK,Private Sector Bank
HDFC Bank,HDFCBANK,Private Sector Bank
ICICI Bank,ICICIBANK,Private Sector Bank
IDBI Bank,IDBI,Private Sector Bank
IDFC First Bank,IDFCFIRSTB,Private Sector Bank
IndusInd Bank,INDUSINDBK,Private Sector Bank
J & K Bank,J&KBANK,Private Sector Bank
Karur Vysya Bank,KARURVYSYA,Private Sector Bank
Kotak Mah. Bank,KOTAKBANK,Private Sector Bank
Karnataka Bank,KTKBANK,Private Sector Bank
RBL Bank,RBLBANK,Private Sector Bank
South Ind.Bank,SOUTHBANK,Private Sector Bank
T N Merc. Bank,TMB,Private Sector Bank
Yes Bank,YESBANK,Private Sector Bank
Bank of Baroda,BANKBARODA,Public Sector Bank
Bank of India,BANKINDIA,Public Sector Bank
Canara Bank,CANBK,Public Sector Bank
Central Bank,CENTRALBK,Public Sector Bank
Indian Bank,INDIANB,Public Sector Bank
I O B,IOB,Public Sector Bank
Bank of Maha,MAHABANK,Public Sector Bank
Punjab Natl.Bank,PNB,Public Sector Bank
Pun. & Sind Bank,PSB,Public Sector Bank
SBI,SBIN,Public Sector Bank
UCO Bank,UCOBANK,Public Sector Bank
Union Bank (I),UNIONBANK,Public Sector Bank
Jupiter Wagons,JWL,Railway Wagons
Titagarh Rail,TITAGARH,Railway Wagons
CARE Ratings,CARERATING,Ratings
ICRA,ICRA,Ratings
PropshareTitania,544462,Real Estate Investment Trusts (REITs)
Brookfield India,BIRET,Real Estate Investment Trusts (REITs)
Embassy Off.REIT,EMBASSY,Real Estate Investment Trusts (REITs)
Mindspace Busine,MINDSPACE,Real Estate Investment Trusts (REITs)
Nexus Select,NXST,Real Estate Investment Trusts (REITs)
Shricon Indus.,ICON,Real Estate related services
Rap Corp,SHUKRAPHAR,Real Estate related services
Softsol India,ADCINDIA,Real Estate related services
Justo Realfin,JUSTO,Real Estate related services
Homesfy Realty,HOMESFY,Real Estate related services
Landmark Prop.,LPDC,Real Estate related services
P.E. Analytics,PROPEQUITY,Real Estate related services
Standard Inds.,SIL,Real Estate related services
Cont. Petroleums,523232,Refineries & Marketing
Rajasthan Gases,RAJGASES,Refineries & Marketing
Real Eco-Energy,REALECO,Refineries & Marketing
Sanmit Infra,GHVINFRA,Refineries & Marketing
Omnipotent,OMNIPOTENT,Refineries & Marketing
Resgen,RESGEN,Refineries & Marketing
B P C L,BPCL,Refineries & Marketing
C P C L,CHENNPETRO,Refineries & Marketing
H P C L,HINDPETRO,Refineries & Marketing
I O C L,IOC,Refineries & Marketing
M R P L,MRPL,Refineries & Marketing
Reliance Industr,RELIANCE,Refineries & Marketing
Ajmera Realty,AJMERA,Residential
Anant Raj,ANANTRAJ,Residential
Brigade Enterpr.,BRIGADE,Residential
DLF,DLF,Residential
Embassy Develop,EMBDL,Residential
Ganesh Housing,GANESHHOU,Residential
Godrej Propert.,GODREJPROP,Residential
Hubtown,HUBTOWN,Residential
Kalpat.,KALPATARU,Residential
Lodha Developers,LODHA,Residential
Sri Lotus,LOTUSDEV,Residential
Mahindra Life.,MAHLIFE,Residential
Marathon Nextgen,MARATHON,Residential
Max Estates,MAXESTATES,Residential
Oberoi Realty,OBEROIRLTY,Residential
Phoenix Mills,PHOENIXLTD,Residential
Prestige Estates,PRESTIGE,Residential
Puravankara,PURVA,Residential
Raymond,RAYMOND,Residential
Raymond Realty,RAYMONDREL,Residential
Keystone Realtor,RUSTOMJEE,Residential
SignatureGlobal,SIGNATURE,Residential
Sobha,SOBHA,Residential
Sunteck Realty,SUNTECK,Residential
TARC Ltd,TARC,Residential
Gourmet Gateway,GOURMET,Restaurants
Pecos Hotels,ECOHOTELS,Restaurants
Vikram Kamats,VIKRAMTH,Restaurants
Spice LoungeFood,SPICEJET,Restaurants
Barbeque-Nation,BARBEQUE,Restaurants
Grill Splendour,BIRDYS,Restaurants
Coffee Day Enter,COFFEEDAY,Restaurants
Devyani Intl.,DEVYANI,Restaurants
Jubilant Food.,JUBLFOOD,Restaurants
Restaurant Brand,RBA,Restaurants
Sapphire Foods,SAPPHIRE,Restaurants
Speciality Rest.,SPECIALITY,Restaurants
Travel Food,TRAVELFOOD,Restaurants
Westlife Food,WESTLIFE,Restaurants
BF Utilities,BFUTILITIE,Road AssetsToll
Cube Highways,CUBEINVIT,Road AssetsToll
Gayatri Highways,GAYAHWS,Road AssetsToll
Highway Infra,HILINFRA,Road AssetsToll
Indus Inf. Trust,INDUSINVIT,Road AssetsToll
IRB InvIT Fund,IRBINVIT,Road AssetsToll
MEP Infrast.,MEP,Road AssetsToll
National High,NHIT,Road AssetsToll
Noida Tollbridg.,NOIDATOLL,Road AssetsToll
Roadstar Infra,ROADSTAR,Road AssetsToll
Vertis Infra.,VERTIS,Road AssetsToll
SER Industries,SERA,Road Transport
ABC India,ADCINDIA,Road Transport
Balurghat Tech,SHILCTECH,Road Transport
Coastal Roadways,STAL,Road Transport
Mahasagar Travel,526795,Road Transport
Inter State Oil,PGFOILQ,Road Transport
Frontline Corp.,532042,Road Transport
Ecos (India),ECOSMOBLTY,Road Transport
Shree OSFM,SHREEOSFM,Road Transport
Voler Car,VOLERCAR,Road Transport
Wise Travel,WTICAB,Road Transport
Rishiroop,RISHIROOP,Rubber
Apcotex Industri,APCOTEXIND,Rubber
Elgi Rubber Co,ELGIRUBCO,Rubber
Gayatri Rubbers,GRCL,Rubber
GRP,GRPLTD,Rubber
Harri. Malayalam,HARRMALAYA,Rubber
Lead Reclaim,LRRPL,Rubber
Pentagon Rubber,PENTAGON,Rubber
Pix Transmission,PIXTRANS,Rubber
Rubfila Intl.,RUBFILA,Rubber
Sampann Utpadan,SAMPANN,Rubber
Tinna Rubber,TINNARUBR,Rubber
Cera Sanitary.,CERA,Sanitary Ware
Ganga Bath Fitt.,GANGABATH,Sanitary Ware
Hindware Home In,HINDWAREAP,Sanitary Ware
Sharat Industrie,519397,Seafood
NCC Blue Water,BLUECLOUDS,Seafood
Uniroyal Marine,ROYAL,Seafood
Kings Infra,GHVINFRA,Seafood
Zeal Aqua,ZEAL,Seafood
Essex Marine,ESSEX,Seafood
Apex Frozen Food,APEX,Seafood
Coastal Corporat,COASTCORP,Seafood
Waterbase,WATERBASE,Seafood
Hariyana Ship,SHAHISHIP,Ship Building & Allied Services
Laxmipati Engg,COROENGG,Ship Building & Allied Services
Cochin Shipyard,COCHINSHIP,Ship Building & Allied Services
Mazagon Dock,MAZDOCK,Ship Building & Allied Services
Swan Defence,SWANDEF,Ship Building & Allied Services
Chowgule Steam,501833,Shipping
Global Offshore,SVGLOBAL,Shipping
Datiware Mari.,DATIWARE,Shipping
Shahi Shipping,SHAHISHIP,Shipping
ABS Marine,ABSMARINE,Shipping
Arvind Port &,ARVINDPORT,Shipping
Essar Shipping,ESSARSHPNG,Shipping
GE Shipping Co,GESHIP,Shipping
Sadhav Shipping,SADHAV,Shipping
S C I,SCI,Shipping
SEAMEC Ltd,SEAMECLTD,Shipping
Shreeji Ship. Gl,SHREEJISPG,Shipping
Transworld Shipp,TRANSWORLD,Shipping
Silverline Tech,SHILCTECH,Software Products
Technvision Ven.,501421,Software Products
Avance Tech.,AVANCE,Software Products
Artificial Elect,526443,Software Products
BITS,BITS,Software Products
Odyssey Tech.,ODYSSEY,Software Products
ABM Knowledge,ABMKNO,Software Products
Ace Soft. Exp.,SHIVACEM,Software Products
Atishay,ATISHAY,Software Products
Blue Cloud Soft.,BLUECLOUDS,Software Products
Lucent Industrie,LUCENT,Software Products
Aion-Tech Soluti,GOLDTECH,Software Products
IRIS Business,IRIS,Software Products
C.E. Info System,MAPMYINDIA,Software Products
Nucleus Soft.,NUCLEUS,Software Products
Oracle Fin.Serv.,OFSS,Software Products
Quick Heal Tech,QUICKHEAL,Software Products
Ramco Systems,RAMCOSYS,Software Products
Subex,SUBEXLTD,Software Products
Tanla Platforms,TANLA,Software Products
Trust Fintech,TRUST,Software Products
Unicommerce,UNIECOM,Software Products
Virtual Galaxy,VGINFOTECH,Software Products
Virinchi,VIRINCHI,Software Products
Xelpmoc Design,XELPMOC,Software Products
7NR Retail Ltd,ISTLTD,Speciality Retail
Bhatia Communic.,BHATIA,Speciality Retail
Raconteur Global,SVGLOBAL,Speciality Retail
City Pulse Multi,MULTIBASE,Speciality Retail
Mafia Trends,MAFIA,Speciality Retail
Logica Infoway,LOGICA,Speciality Retail
Umiya Mobile,UMIYA,Speciality Retail
Aditya Bir. Fas.,ABFRL,Speciality Retail
A B Lifestyle,ABLBL,Speciality Retail
Arvind Fashions.,ARVINDFASN,Speciality Retail
Aditya Vision,AVL,Speciality Retail
Brand Concepts,BCONCEPTS,Speciality Retail
Cell Point,CELLPOINT,Speciality Retail
Fonebox Retail,FONEBOX,Speciality Retail
Go Fashion (I),GOCOLORS,Speciality Retail
Sai Silks,KALAMANDIR,Speciality Retail
Vedant Fashions,MANYAVAR,Speciality Retail
Credo Brands,MUFTI,Speciality Retail
Praxis Home,PRAXIS,Speciality Retail
Shankara Build.,SHANKARA,Speciality Retail
Baazar Style,STYLEBAAZA,Speciality Retail
Trent,TRENT,Speciality Retail
V2 Retail,V2RETAIL,Speciality Retail
Elantas Beck,ELANTAS,Specialty Chemicals
Aarti Industries,AARTIIND,Specialty Chemicals
Archean Chemical,ACI,Specialty Chemicals
Aether Industri.,AETHER,Specialty Chemicals
Alkyl Amines,ALKYLAMINE,Specialty Chemicals
Anupam Rasayan,ANURAS,Specialty Chemicals
Atul,ATUL,Specialty Chemicals
Balaji Amines,BALAMINES,Specialty Chemicals
BASF India,BASF,Specialty Chemicals
Camlin Fine,CAMLINFINE,Specialty Chemicals
Clean Science,CLEAN,Specialty Chemicals
DDev Plastiks,DDEVPLSTIK,Specialty Chemicals
Deepak Nitrite,DEEPAKNTR,Specialty Chemicals
Epigral,EPIGRAL,Specialty Chemicals
Fine Organic,FINEORG,Specialty Chemicals
Gujarat Fluoroch,FLUOROCHEM,Specialty Chemicals
Galaxy Surfact.,GALAXYSURF,Specialty Chemicals
Jubilant Ingrev.,JUBLINGREA,Specialty Chemicals
Laxmi Organic,LXCHEM,Specialty Chemicals
Navin Fluo.Intl.,NAVINFLUOR,Specialty Chemicals
Neogen Chemicals,NEOGEN,Specialty Chemicals
Pidilite Inds.,PIDILITIND,Specialty Chemicals
Privi Speci.,PRIVISCL,Specialty Chemicals
Styrenix Perfor.,STYRENIX,Specialty Chemicals
Vinati Organics,VINATIORGA,Specialty Chemicals
Bihar Sponge,500058,Sponge Iron
Chaman Metallics,CMNL,Sponge Iron
KIOCL,KIOCL,Sponge Iron
S.A.L Steel,SALSTEEL,Sponge Iron
Shri Hare-Krish.,SHKSIL,Sponge Iron
Vaswani Industri,VASWANI,Sponge Iron
Vraj Iron,VRAJ,Sponge Iron
Gala Global,BENGALASM,Stationary
Alkosign,ALKOSIGN,Stationary
Doms Industries,DOMS,Stationary
Flair Writing,FLAIR,Stationary
Kokuyo Camlin,KOKUYOCMLN,Stationary
Linc,LINC,Stationary
Sundaram Multi.,SUNDARAM,Stationary
Vasa Retail,VASA,Stationary
360 ONE,360ONE,Stockbroking & Allied
Shardul Sec.,SHARDUL,Stockbroking & Allied
Systematix Corp.,526506,Stockbroking & Allied
Swastika Investm,SWASTIKA,Stockbroking & Allied
Pune e,SHPLPUNE,Stockbroking & Allied
Rikhav Securitie,RIKHAV,Stockbroking & Allied
5paisa Capital,5PAISA,Stockbroking & Allied
Almondz Global,ALMONDZ,Stockbroking & Allied
Angel One,ANGELONE,Stockbroking & Allied
Arihant Capital,ARIHANTCAP,Stockbroking & Allied
Anand Rathi Shar,ARSSBL,Stockbroking & Allied
Adit.Birla Money,BIRLAMONEY,Stockbroking & Allied
Dam Capital Advi,DAMCAPITAL,Stockbroking & Allied
Dolat Algotech,DOLATALGO,Stockbroking & Allied
Emk.Global Fin.,EMKAY,Stockbroking & Allied
Geojit Fin. Ser.,GEOJITFSL,Stockbroking & Allied
IIFL Capital,IIFLCAPS,Stockbroking & Allied
Indo Thai Sec.,INDOTHAI,Stockbroking & Allied
Keynote Finan.,KEYFINSERV,Stockbroking & Allied
Master Trust,MASTERTR,Stockbroking & Allied
Monarch Networth,MONARCH,Stockbroking & Allied
Motil.Oswal.Fin.,MOTILALOFS,Stockbroking & Allied
Nuvama Wealth,NUVAMA,Stockbroking & Allied
Share India Sec.,SHAREINDIA,Stockbroking & Allied
SMC Global Sec.,SMCGLOBAL,Stockbroking & Allied
Indian Sucrose,INDIANACRY,Sugar
Avadh Sugar,AVADHSUGAR,Sugar
Bajaj Hindusthan,BAJAJHIND,Sugar
Balrampur Chini,BALRAMCHIN,Sugar
Bannari Amm.Sug.,BANARISUG,Sugar
Dalmia Bharat,DALMIASUG,Sugar
Dhampur Bio,DBOL,Sugar
DCM Shriram Inds,DCMSRIND,Sugar
Dhampur Sugar,DHAMPURSUG,Sugar
Dwarikesh Sugar,DWARKESH,Sugar
KCP Sugar &Inds.,KCPSUGIND,Sugar
KM Sugar Mills,KMSUGAR,Sugar
Kothari Sugars,KOTARISUG,Sugar
Magadh Sugar,MAGADSUGAR,Sugar
Mawana Sugars,MAWANASUG,Sugar
M.V.K. Agro,MVKAGRO,Sugar
Ponni Sug.Erode,PONNIERODE,Sugar
Rana Sugars,RANASUG,Sugar
Sh.Renuka Sugar,RENUKA,Sugar
Sakthi Sugars,SAKHTISUG,Sugar
Triven.Engg.Ind.,TRIVENI,Sugar
Ugar Sugar Works,UGARSUGAR,Sugar
Uttam Sug.Mills,UTTAMSUGAR,Sugar
Vishwaraj Sugar,VISHWARAJ,Sugar
Zuari Industries,ZUARIIND,Sugar
Hathway Bhawani,HATHWAYB,TV Broadcasting & Software Production
Perfect-Octave,OCTAVE,TV Broadcasting & Software Production
Sea TV Network,SEATV,TV Broadcasting & Software Production
Colorchips New,REFEXRENEW,TV Broadcasting & Software Production
Crystal Business,STAL,TV Broadcasting & Software Production
BAG Films,BAGFILMS,TV Broadcasting & Software Production
Den Networks,DEN,TV Broadcasting & Software Production
Dish TV India,DISHTV,TV Broadcasting & Software Production
GTPL Hathway,GTPL,TV Broadcasting & Software Production
Hathway Cable,HATHWAY,TV Broadcasting & Software Production
NDTV,NDTV,TV Broadcasting & Software Production
Ortel Commu.,ORTEL,TV Broadcasting & Software Production
Raj Television,RAJTV,TV Broadcasting & Software Production
Sri Adhik. Bros.,SABTNL,TV Broadcasting & Software Production
Siti Networks,SITINET,TV Broadcasting & Software Production
Sun TV Network,SUNTV,TV Broadcasting & Software Production
T.V. Today Netw.,TVTODAY,TV Broadcasting & Software Production
TV Vision,TVVISION,TV Broadcasting & Software Production
Zee Entertainmen,ZEEL,TV Broadcasting & Software Production
Zee Media,ZEEMEDIA,TV Broadcasting & Software Production
Goodricke Group,GOODRICKE,Tea & Coffee
B & A,BENGALASM,Tea & Coffee
Warren Tea,WARRENTEA,Tea & Coffee
Neelamalai Agro,CIANAGRO,Tea & Coffee
Tyroon Tea Co.,ABATEAS,Tea & Coffee
Terai Tea Co,KANCOTEA,Tea & Coffee
Diana Tea Co,DIANATEA,Tea & Coffee
Bengal Tea & Fab,532230,Tea & Coffee
Shri Vasuprada,SHRIGANG,Tea & Coffee
James Warren Tea,JAMESWARREN,Tea & Coffee
Kanco Tea,KANCOTEA,Tea & Coffee
Indong Tea Co,KANCOTEA,Tea & Coffee
Andrew Yule & Co,ANDREWYU,Tea & Coffee
CCL Products,CCL,Tea & Coffee
Dhunseri Tea,DTIL,Tea & Coffee
Ganges Securitie,GANGESSECU,Tea & Coffee
Gillanders Arbut,GILLANDERS,Tea & Coffee
Grob Tea Co,GROBTEA,Tea & Coffee
Jay Shree Tea,JAYSREETEA,Tea & Coffee
Mcleod Russel,MCLEODRUSS,Tea & Coffee
Norben Tea,NORBTEAEXP,Tea & Coffee
Peria Kara. Tea,PKTEA,Tea & Coffee
Rossell India,ROSSELLIND,Tea & Coffee
Tata Consumer,TATACONSUM,Tea & Coffee
United Nilgiri,UNITEDTEA,Tea & Coffee
Punjab Commun.,500346,Telecom -  Equipment & Accessories
Clenon Enterpri,CLENON,Telecom -  Equipment & Accessories
ADC India,ADCINDIA,Telecom -  Equipment & Accessories
Valiant Commun.,VALIANT,Telecom -  Equipment & Accessories
Telogica,LOGICA,Telecom -  Equipment & Accessories
Aksh Optifibre,AKSHOPTFBR,Telecom -  Equipment & Accessories
Birla Cable,BIRLACABLE,Telecom -  Equipment & Accessories
Frog Cellsat,FROG,Telecom -  Equipment & Accessories
ITI,ITI,Telecom -  Equipment & Accessories
Kavveri Defence,KAVDEFENCE,Telecom -  Equipment & Accessories
Optiemus Infra.,OPTIEMUS,Telecom -  Equipment & Accessories
Sterlite Tech.,STLTECH,Telecom -  Equipment & Accessories
Tejas Networks,TEJASNET,Telecom -  Equipment & Accessories
T N Telecom.,TNTELE,Telecom -  Equipment & Accessories
Umiya Buildcon,UMIYA-MRO,Telecom -  Equipment & Accessories
